LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,31,92.45,100.47,1,2.579999924,660.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,32,94.42,98.37,1,2.579999924,668.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,33,103.79,89.49,1,2.579999924,669
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,34,92.25,100.68,1,2.579999924,601
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,35,86.71,107.12,1,2.579999924,565
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,36,114.99,80.77,1,2.579999924,486
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,37,99.27,93.56,1,2.579999924,433.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,38,83.55,111.17,1,2.579999924,378
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,39,93.28,99.57,1,2.579999924,358
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,40,103.01,90.17,1,2.579999924,333.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,41,87.98,105.57,1,2.579999924,337
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,42,102.08,90.99,1,2.579999924,302.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,43,97.25,95.51,1,2.579999924,322
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,44,92.42,100.5,1,2.579999924,304.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,45,92.16,100.78,1,2.579999924,301.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,46,79.12,117.39,1,2.579999924,314.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,47,86.46,107.43,1,2.579999924,304.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,48,81.39,114.12,1,2.579999924,312.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,49,95.07,97.7,1,2.579999924,310
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,50,79.95,116.17,1,2.579999924,325
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,51,94.8,97.97,1,2.579999924,319
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,52,81.63,113.78,1,2.579999924,327.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,53,83,111.9,1,2.579999924,330.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,54,92.42,100.5,1,2.579999924,349
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,55,82.81,112.16,1,2.579999924,339
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,56,77.31,120.14,1,2.579999924,360.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,57,91.26,101.78,1,2.579999924,368.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,58,90.19,102.98,1,2.579999924,370.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,59,85.17,109.05,1,2.579999924,383.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,60,85.21,109,1,2.579999924,409
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,61,82.35,112.79,1,2.579999924,413
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,62,95.25,97.51,1,2.579999924,418.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,63,87.76,105.83,1,2.579999924,420
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,64,95.97,96.78,1,2.579999924,468
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,65,88.87,104.51,1,2.579999924,500
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,66,98.13,94.65,1,2.579999924,534
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,67,87.25,106.45,1,2.579999924,537.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,68,111.7,83.15,1,2.579999924,567
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,69,101.32,91.67,1,2.579999924,578.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,70,90.94,102.13,1,2.579999924,581
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,71,84.36,110.1,1,2.579999924,556.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,72,79.46,116.89,1,2.579999924,525.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,73,89.59,103.67,1,2.579999924,464.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,74,73.93,125.63,1,2.579999924,409.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,75,90.17,103.01,1,2.579999924,343
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,76,90.17,103.01,1,2.579999924,309
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,77,90.17,103.01,1,2.579999924,268.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,78,82.83,112.13,3,2.579999924,243.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,79,97.36,95.4,1,2.579999924,210.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,80,97.36,95.4,1,2.579999924,201.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,81,97.36,95.4,1,2.579999924,178.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,82,92.73,100.16,1,2.579999924,157.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,83,88.09,105.44,1,2.579999924,134.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,84,88.09,105.44,1,2.579999924,131.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,85,88.09,105.44,1,2.579999924,122.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,86,91.21,101.83,3,2.579999924,133.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,87,109.04,85.18,1,2.579999924,100.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,88,109.04,85.18,1,2.579999924,108.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,89,109.04,85.18,1,2.579999924,92
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,90,109.04,85.18,1,2.579999924,85
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,91,109.04,85.18,1,2.579999924,71
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,92,88.18,105.33,3,2.579999924,55.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,93,88.27,105.22,3,2.579999924,51.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,94,81.03,114.62,3,2.579999924,42.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/1/2014 0:00,95,82.04,113.21,3,2.579999924,40.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,0,83.72,110.94,3,2.579999924,33
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,1,91.22,101.82,3,2.579999924,30.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,2,84.78,109.55,3,2.579999924,26
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,3,83.71,110.95,3,2.579999924,22
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,4,80.81,114.94,3,2.579999924,20
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,5,79.92,116.22,3,2.579999924,19
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,6,85.38,108.78,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,7,102.54,90.58,3,2.579999924,17
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,8,115.48,80.43,3,2.579999924,16.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,9,85.73,108.34,3,2.579999924,18
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,10,91.24,101.8,3,2.579999924,16.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,11,93.66,99.17,3,2.579999924,15.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,12,88.8,104.59,3,2.579999924,16.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,13,92.81,100.08,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,14,82.32,112.83,3,2.579999924,17.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,15,81.88,113.43,3,2.579999924,19
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,16,90.4,102.74,3,2.579999924,22.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,17,88.92,104.45,3,2.579999924,22.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,18,96.93,95.82,3,2.579999924,36.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,19,83.76,110.89,3,2.579999924,34.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,20,116.76,79.55,3,2.579999924,37.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,21,84.35,110.11,3,2.579999924,55.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,22,87.66,105.95,3,2.579999924,81
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,23,82.67,112.35,1,2.579999924,92.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,24,82.67,112.35,1,2.579999924,112
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,25,82.67,112.35,1,2.579999924,168.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,26,87.9,105.67,1,2.579999924,255
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,27,108.26,85.79,1,2.579999924,318
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,28,82.6,112.45,1,2.579999924,400
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,29,77.65,119.61,1,2.579999924,516
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,30,94.2,98.6,1,2.579999924,607.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,31,88.99,104.37,1,2.579999924,661
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,32,104.65,88.75,1,2.579999924,675.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,33,82.6,112.45,1,2.579999924,642.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,34,85.25,108.95,1,2.579999924,618.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,35,87.9,105.67,1,2.579999924,563.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,36,86.03,107.96,1,2.579999924,473.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,37,95.21,97.55,1,2.579999924,440.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,38,83.26,111.55,1,2.579999924,409
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,39,99.68,93.18,1,2.579999924,356
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,40,86.71,107.12,1,2.579999924,343.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,41,88.4,105.07,1,2.579999924,320.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,42,90.09,103.1,1,2.579999924,325
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,43,83.1,111.77,1,2.579999924,322
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,44,91.07,101.99,1,2.579999924,309.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,45,99.04,93.78,1,2.579999924,299.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,46,90.12,103.06,1,2.579999924,317.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,47,106.1,87.54,1,2.579999924,318.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,48,90.26,102.9,1,2.579999924,312.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,49,88.83,104.56,1,2.579999924,331
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,50,88.71,104.7,1,2.579999924,339
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,51,120.5,77.08,1,2.579999924,333
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,52,120.5,77.08,1,2.579999924,346.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,53,74.98,123.87,1,2.579999924,345
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,54,74.98,123.87,1,2.579999924,345
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,55,102.28,90.81,1,2.579999924,361
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,56,99.24,93.59,1,2.579999924,351
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,57,85.56,108.56,1,2.579999924,363.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,58,79.58,116.71,1,2.579999924,380.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,59,91.11,101.94,1,2.579999924,386
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,60,79.12,117.39,1,2.579999924,412.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,61,93.55,99.28,1,2.579999924,432.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,62,89.77,103.46,1,2.579999924,426.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,63,85.98,108.03,1,2.579999924,439
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,64,93.21,99.65,1,2.579999924,475
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,65,81.77,113.59,1,2.579999924,494.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,66,88.52,104.93,1,2.579999924,526
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,67,101.62,91.4,1,2.579999924,552.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,68,73.51,126.35,1,2.579999924,564.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,69,83.85,110.77,1,2.579999924,588.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,70,94.18,98.62,1,2.579999924,573.75
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,71,84.35,110.11,1,2.579999924,559
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,72,80.09,115.97,1,2.579999924,524
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,73,101.29,91.7,1,2.579999924,487
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,74,81.01,114.65,1,2.579999924,453
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,75,83.68,110.99,1,2.579999924,394.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,76,85.23,108.98,1,2.579999924,337.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,77,85.6,108.5,1,2.579999924,290.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,78,77.92,119.2,1,2.579999924,262
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,79,79.68,116.57,1,2.579999924,240.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,80,79.68,116.57,1,2.579999924,235.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,81,84.98,109.3,1,2.579999924,191.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,82,84.98,109.3,1,2.579999924,172
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,83,66.28,140.13,1,2.579999924,155
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,84,66.28,140.13,1,2.579999924,158
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,85,75.63,122.81,1,2.579999924,159.25
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,86,84.97,109.31,1,2.579999924,135.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,87,84.97,109.31,1,2.579999924,118.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,88,84.97,109.31,1,2.579999924,107.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,89,84.97,109.31,1,2.579999924,102.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,90,82.66,112.36,3,2.579999924,89
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,91,83.68,110.99,3,2.579999924,77.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,92,85.04,109.22,3,2.579999924,76.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,93,82.82,112.15,3,2.579999924,58
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,94,89.51,103.76,3,2.579999924,50.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/2/2014 0:00,95,84.19,110.32,3,2.579999924,38.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,0,87.49,106.16,3,2.579999924,29
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,1,84.06,110.49,3,2.579999924,29.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,2,83.23,111.59,3,2.579999924,27
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,3,84.1,110.44,3,2.579999924,25.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,4,82.87,112.08,3,2.579999924,20.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,5,83.89,110.72,3,2.579999924,22
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,6,79.99,116.11,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,7,80.98,114.69,3,2.579999924,16
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,8,88.45,105.01,3,2.579999924,16.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,9,87.71,105.89,3,2.579999924,18.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,10,91.24,101.8,3,2.579999924,15.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,11,80.37,115.57,3,2.579999924,19
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,12,87.44,106.22,3,2.579999924,15
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,13,86.77,107.04,3,2.579999924,16
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,14,88.71,104.7,3,2.579999924,15
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,15,84.52,109.89,3,2.579999924,19
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,16,101.95,91.1,1,2.579999924,19
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,17,101.95,91.1,1,2.579999924,23.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,18,101.95,91.1,1,2.579999924,34.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,19,101.95,91.1,1,2.579999924,34.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,20,101.95,91.1,1,2.579999924,42
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,21,94.01,98.8,3,2.579999924,56.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,22,77.93,119.18,3,2.579999924,79.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,23,79.85,116.32,3,2.579999924,101
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,24,97.83,94.94,1,2.579999924,117.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,25,97.83,94.94,1,2.579999924,157.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,26,97.83,94.94,1,2.579999924,240
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,27,93.88,98.93,1,2.579999924,305.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,28,71.72,129.5,1,2.579999924,398
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,29,88.13,105.39,1,2.579999924,523
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,30,86.8,107,1,2.579999924,586.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,31,91.18,101.86,1,2.579999924,654
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,32,96.39,96.36,1,2.579999924,670
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,33,86.57,107.29,1,2.579999924,654
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,34,81.15,114.45,1,2.579999924,593.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,35,80.81,114.94,1,2.579999924,553
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,36,80.46,115.44,1,2.579999924,492
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,37,80.3,115.67,1,2.579999924,438
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,38,95.4,97.36,1,2.579999924,419.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,39,80.49,115.39,1,2.579999924,374.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,40,119.31,77.85,1,2.579999924,362.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,41,85.11,109.13,1,2.579999924,328.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,42,85.11,109.13,1,2.579999924,344.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,43,85.91,108.11,1,2.579999924,336
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,44,85.91,108.11,1,2.579999924,301
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,45,90.25,102.91,1,2.579999924,328.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,46,82.43,112.68,1,2.579999924,329.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,47,80.25,115.74,1,2.579999924,323.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,48,90.73,102.37,1,2.579999924,353.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,49,89.35,103.95,1,2.579999924,346.5
AL2524,A417 between A46 and M5 J11A (AL2524),7/3/2014 0:00,50,95.08,97.69,1,2.579999924,342
